loss,iteration,number_of_layers,layer1_filters,layer2_filters,layer3_filters,layer4_filters,layer5_filters,layer6_filters,layer1_kernel,layer2_kernel,layer3_kernel,layer4_kernel,layer5_kernel,layer6_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
0.11562883999999995,48,4,37,58,46,280,0,0,6,3,11,4,0,0,0.88437116,0.7962853,0.7806811,0.8109127,0.8512731,3112.563988187001
0.11041014999999998,49,4,70,169,167,219,0,0,4,3,4,12,0,0,0.88958985,0.80154043,0.80991715,0.79368806,0.82908356,3067.324245355034
0.11640130000000004,50,4,64,52,83,159,0,0,8,8,3,5,0,0,0.8835987,0.79256827,0.8441624,0.7442039,0.85530263,3127.0746693619876
0.1099523,51,6,23,136,246,119,130,400,12,8,12,7,3,3,0.8900477,0.7956211,0.8666795,0.729011,0.8299618,3383.0952846319997
0.10740923999999996,52,6,23,125,215,124,125,373,3,8,11,7,4,5,0.89259076,0.8017385,0.8474617,0.7588776,0.81623566,3094.921748702007
0.10680646000000005,53,6,39,123,96,157,126,105,5,9,10,8,8,3,0.89319354,0.79546964,0.8796359,0.7165722,0.82949024,3137.8923837720067
0.10824149999999999,54,6,88,141,226,91,91,288,10,7,8,5,9,5,0.8917585,0.7983477,0.8540603,0.7461228,0.8212122,3789.456684520992
0.11782040000000005,55,6,16,110,16,163,163,392,5,9,12,6,3,3,0.8821796,0.79252166,0.8116511,0.7745897,0.86055356,3105.031260607997
0.11296660000000003,56,6,47,149,154,209,105,17,12,12,8,8,5,2,0.8870334,0.7961338,0.77131295,0.81940085,0.85243094,3969.5787075369735
0.1101124,57,6,28,70,214,179,61,362,9,6,10,6,9,6,0.8898876,0.8006199,0.82682306,0.77605706,0.82666427,3076.1517677130178
0.11073005000000002,58,6,84,74,95,93,151,287,6,9,7,4,3,4,0.88926995,0.79670477,0.86465657,0.7330068,0.8361699,3222.6141157660168
0.10777842999999998,59,6,100,110,164,293,104,358,8,11,10,8,6,3,0.89222157,0.7959474,0.87807053,0.7189652,0.82999253,4494.917799054994
0.11186516000000002,60,6,55,158,132,142,189,265,11,6,8,5,4,6,0.88813484,0.7974738,0.8436326,0.7542046,0.83284104,3305.227239647007
0.10950459999999995,61,6,32,106,229,189,65,186,6,8,2,10,6,2,0.8904954,0.8005034,0.83284366,0.7701876,0.8228981,3106.5202875080286
0.12067664,62,6,45,124,16,17,25,83,4,2,12,4,9,4,0.87932336,0.78946877,0.825643,0.7555591,0.8662601,3121.0751383539755
0.10704296999999996,63,6,63,78,131,226,147,153,10,7,10,10,8,6,0.89295703,0.80184335,0.8449571,0.76142853,0.81718266,3059.299917987024
0.11636729999999995,64,6,16,25,206,93,61,130,9,11,8,7,5,3,0.8836327,0.78913087,0.86239284,0.7204551,0.8606516,3101.1057021919987
0.1072957,65,6,79,178,82,128,107,322,8,9,11,3,3,11,0.8927043,0.80279887,0.8208988,0.785832,0.81617475,4388.547909673012
0.10978215999999996,66,6,41,122,105,142,135,98,5,9,10,8,8,3,0.89021784,0.8014006,0.79515463,0.80725557,0.82676846,3248.084089301992
0.10605659999999995,67,6,53,101,88,170,176,111,4,10,9,11,10,2,0.8939434,0.80221623,0.8439216,0.76312166,0.8116484,3274.0183851119946
0.10895204999999997,68,6,60,100,52,217,195,62,3,10,9,11,10,2,0.89104795,0.7955279,0.87214625,0.7237059,0.8323248,3274.4080687570386
0.10872079999999995,69,6,52,84,80,175,163,168,4,10,7,12,12,2,0.8912792,0.7999324,0.78687024,0.8121769,0.8284534,3149.9296045129886
0.11539423000000004,70,6,57,39,25,247,48,17,6,11,9,11,10,4,0.88460577,0.7861596,0.87477124,0.703095,0.85902846,3119.763907456014
0.11129339999999999,71,6,65,137,48,144,215,203,2,7,6,10,2,2,0.8887066,0.79929155,0.800814,0.79786444,0.8340852,3138.7619523609756
0.10900515,72,6,32,103,116,33,86,120,3,8,9,12,10,4,0.89099485,0.7991634,0.7681341,0.8282502,0.83431125,3120.7361254649586
0.10779720000000004,73,6,51,115,71,105,169,229,8,6,8,9,6,3,0.8922028,0.79218376,0.8875349,0.7028015,0.8353303,3118.9447440740187
0.10759174999999999,74,6,74,154,141,231,18,69,7,12,11,11,12,2,0.89240825,0.8011093,0.8478711,0.75727475,0.8192213,4430.061463332968
0.10980016000000004,75,6,44,82,86,269,178,145,4,10,6,6,4,9,0.89019984,0.8002354,0.8061121,0.7947265,0.8253119,3051.261467454955
0.11223596000000002,76,6,35,51,188,180,40,274,8,7,5,5,7,5,0.88776404,0.79524827,0.85478276,0.7394406,0.837502,3134.8026041929843
0.11203200000000002,77,6,67,63,58,78,259,239,6,5,9,9,5,2,0.887968,0.79812634,0.8264859,0.7715421,0.8346123,3135.9571683360264
0.1138498,78,6,56,95,29,199,79,213,2,6,7,12,2,8,0.8861502,0.7974971,0.8123736,0.78355193,0.8393767,3129.653184506111
0.11115260000000005,79,6,43,36,124,241,148,34,11,10,11,9,11,4,0.8888474,0.79623866,0.8548309,0.7413143,0.8321312,3043.8898777799914
0.10565340000000001,80,6,79,131,68,135,212,166,5,8,12,11,7,3,0.8943466,0.80424374,0.7847269,0.8225388,0.82394403,3155.16390636703
0.11580279999999998,81,4,19,37,250,119,0,0,3,2,12,7,0,0,0.8841972,0.7960988,0.7914941,0.8004154,0.84851557,3099.428718597046
0.10622560000000003,82,6,95,114,69,257,216,163,5,8,12,10,6,3,0.8937744,0.803731,0.83339757,0.77592164,0.81165737,3257.5104552119737
0.10735839999999996,83,6,98,133,71,284,238,170,3,8,12,10,9,5,0.8926416,0.80271727,0.82858104,0.7784726,0.8155012,3607.5744553599507
0.10762609999999995,84,6,107,117,93,257,208,121,5,9,12,11,8,3,0.8923739,0.80236775,0.81625086,0.78935367,0.81772065,4282.394427660038
0.10804062999999997,85,5,115,73,197,298,26,0,12,8,11,9,2,0,0.89195937,0.80265903,0.8368895,0.77057135,0.8207308,3759.927985289949
0.10877144000000005,86,6,90,130,43,151,297,105,4,11,11,12,7,6,0.89122856,0.7957376,0.8770831,0.7194844,0.83348906,3953.5395945879864
0.10616530000000002,87,6,114,147,104,134,246,186,5,8,12,10,7,7,0.8938347,0.8021347,0.8515798,0.7557848,0.8171589,3824.3909128949745
0.12282119999999996,88,4,115,120,17,66,0,0,9,3,5,12,0,0,0.8771788,0.78716165,0.7531789,0.8190171,0.8818617,3132.982010137057
0.108622,89,6,108,146,107,131,335,194,3,12,3,12,8,9,0.891378,0.8012491,0.84182644,0.76321197,0.8213497,4526.000855830032
0.10910695999999998,90,5,113,77,101,291,303,0,5,3,7,4,5,0,0.89089304,0.80004895,0.84900296,0.75415945,0.82902616,3072.624720272026
0.10696190000000005,91,6,119,167,122,169,245,134,4,8,10,11,10,7,0.8930381,0.80150545,0.84796745,0.75795203,0.8159278,4135.920899234945
0.11880564999999998,92,4,22,132,242,186,0,0,12,2,6,2,0,0,0.88119435,0.79358196,0.83253056,0.7570716,0.8609131,2946.965658094967
0.10847220000000002,93,6,113,160,105,107,283,183,2,7,12,11,7,8,0.8915278,0.7998392,0.84738946,0.7552656,0.8298621,3653.711336301989
0.10508733999999997,94,6,80,173,143,80,320,36,6,9,11,9,9,7,0.89491266,0.8003519,0.86704075,0.7378378,0.8148169,4600.27976927103
0.11439717000000005,95,5,101,81,19,19,66,0,10,8,11,12,2,0,0.88560283,0.7969378,0.8008862,0.79323655,0.8444477,3124.2927690610522
0.10902489999999998,96,6,80,154,139,74,308,36,7,10,10,9,9,8,0.8909751,0.8014006,0.80266833,0.8002122,0.82902384,4359.184294567909
0.10662890000000003,97,6,74,180,171,33,323,75,7,11,11,8,11,11,0.8933711,0.8013656,0.8595029,0.7468677,0.8181375,4796.708371566958
0.11183290000000001,98,4,106,36,125,102,0,0,3,7,12,8,0,0,0.8881671,0.79662323,0.85011077,0.746484,0.83878505,3119.605854137102
0.10762989999999995,99,6,90,171,148,57,271,92,6,9,10,9,10,10,0.8923701,0.8019832,0.83650416,0.7696232,0.81651604,4792.880542049999
0.11628353999999996,100,5,120,26,202,211,311,0,11,9,12,5,8,0,0.88371646,0.79096025,0.8561073,0.7298914,0.8532955,3460.9013676350005
0.10522586,101,6,84,140,153,111,294,47,5,9,11,10,12,7,0.89477414,0.8043369,0.8459445,0.765334,0.8110805,4481.448976440937
0.1106414,102,6,86,141,198,116,324,33,6,9,11,7,12,7,0.8893586,0.7982778,0.7852086,0.81052893,0.83896697,4766.050314964959
0.12099123,103,4,32,109,16,51,0,0,6,4,7,7,0,0,0.87900877,0.7893872,0.7642087,0.8129896,0.86911386,3137.169268633006
0.10528623999999998,104,6,81,176,161,105,349,50,5,6,11,8,9,9,0.89471376,0.8039408,0.83339757,0.77632797,0.8076816,3854.511910125031
0.10965179999999997,105,6,83,173,179,85,343,54,7,3,11,8,11,9,0.8903482,0.7946074,0.86978614,0.7241348,0.8355847,3749.4814013279974
0.10745512999999995,106,5,101,179,152,133,216,0,5,4,12,2,6,0,0.89254487,0.8009229,0.8497977,0.7551076,0.82359165,3653.660935608903
0.10766719999999996,107,6,94,178,159,105,348,19,6,5,10,7,9,9,0.8923328,0.80192494,0.8196465,0.7853128,0.81885874,3669.5333005030407
0.10650486000000003,108,6,102,163,196,35,292,80,5,4,11,8,11,8,0.89349514,0.8022279,0.8544697,0.75325644,0.8165373,3902.519298029947
0.10583525999999999,109,6,71,153,167,47,316,58,7,5,3,10,8,10,0.89416474,0.8043835,0.8259801,0.78413886,0.8101926,3166.2007760070264
0.11073759999999999,110,4,108,66,169,125,0,0,11,12,11,5,0,0,0.8892624,0.7949802,0.8684375,0.7261214,0.8397287,3726.5293966649333
0.10603870000000004,111,6,82,168,176,60,333,41,8,6,10,6,12,6,0.8939613,0.80333483,0.79867065,0.8077071,0.8193711,3913.569809440989
0.10723066000000003,112,6,95,159,151,69,296,19,6,3,9,8,9,10,0.89276934,0.80323,0.79028994,0.81535995,0.8219089,3412.435207500006
0.11371629999999999,113,5,37,160,218,276,44,0,9,2,2,8,4,0,0.8862837,0.7980331,0.79842985,0.79766124,0.84093666,3122.3408689629287
0.10548734999999998,114,6,75,141,143,84,261,87,3,7,12,9,12,11,0.89451265,0.8055837,0.8126866,0.79892546,0.81239676,3522.742592477007
0.10828110000000002,115,6,63,174,232,99,347,45,4,6,11,7,10,8,0.8917189,0.80148214,0.7991764,0.8036436,0.82739866,4019.185256072902
0.11081529999999995,116,4,70,33,228,189,0,0,10,8,10,9,0,0,0.8891847,0.79964113,0.8392978,0.76246697,0.8296487,3100.9855298059992
0.1066589,117,6,91,150,129,23,284,27,5,9,8,9,9,7,0.8933411,0.80075973,0.8540844,0.7507732,0.8195963,4319.63611570606
0.10510313999999998,118,6,70,164,185,118,228,67,6,7,10,6,8,12,0.89489686,0.8041505,0.82954437,0.7803463,0.80902094,3774.52731073997
0.10891795000000004,119,5,66,64,103,202,237,0,6,9,6,9,8,0,0.89108205,0.8006665,0.80762935,0.79413956,0.82261306,3068.124849374988
0.10607619999999995,120,6,69,162,205,122,231,71,9,7,10,5,8,11,0.8939238,0.8032183,0.82954437,0.7785403,0.810608,3835.111939622904
0.10912675000000005,121,6,77,127,235,150,268,113,6,10,5,4,6,6,0.89087325,0.80000234,0.8433677,0.7593517,0.8218583,3832.0562342830235
0.10873290000000002,122,6,72,137,186,65,252,97,8,9,8,3,8,12,0.8912671,0.8013656,0.8381659,0.76686907,0.8211734,4211.983066895977
0.11291057000000004,123,4,46,91,73,137,0,0,8,6,7,4,0,0,0.88708943,0.7980331,0.80278873,0.79357517,0.83915484,3136.6925225580344
0.1056608,124,6,86,170,239,40,188,65,7,8,9,6,10,5,0.8943392,0.8014472,0.8601772,0.7463937,0.8141114,4102.64421070402
0.11160239999999999,125,5,74,89,45,146,301,0,11,2,11,5,12,0,0.8883976,0.7986041,0.8426934,0.75727475,0.8354452,3124.6306990160374
0.10816840000000005,126,6,62,121,223,113,228,142,9,11,10,6,11,12,0.8918316,0.801354,0.8211155,0.7828295,0.82017666,4183.5607888599625
0.10543144000000004,127,6,58,157,215,24,316,25,6,7,9,5,8,10,0.89456856,0.8043253,0.83491474,0.77565074,0.8094976,3403.8141683629947
0.10717109999999996,128,6,66,142,156,190,280,85,7,2,7,7,5,7,0.8928289,0.80075973,0.8402129,0.7637763,0.8160336,3200.6826206089463
0.11125189999999996,129,4,26,141,143,81,0,0,3,9,5,11,0,0,0.8887481,0.7993731,0.8346258,0.76632726,0.83280534,3084.764071924961
0.10561883000000005,130,6,98,165,204,86,302,134,8,9,6,4,6,6,0.89438117,0.7998392,0.8647288,0.73901165,0.81599224,5223.736457343097
0.11270230000000003,131,6,77,109,189,75,201,101,4,4,12,10,12,9,0.8872977,0.79507345,0.7623543,0.8257444,0.85420316,3298.880055504036
0.12008010000000002,132,5,48,17,22,90,81,0,6,12,8,3,6,0,0.8799199,0.78849,0.84452367,0.73596406,0.8672067,3140.423799084034
0.10819829999999997,133,6,49,136,182,96,288,152,5,12,8,6,11,11,0.8918017,0.799746,0.8507851,0.7519019,0.82125366,4057.5871348070214
0.1073733,134,6,104,151,116,161,256,348,10,10,9,8,4,5,0.8926267,0.8014122,0.83640784,0.7686074,0.8162546,4874.937275303993
0.11576489999999995,135,4,75,47,211,194,0,0,2,10,3,9,0,0,0.8842351,0.7869519,0.87431365,0.70505905,0.8632469,3097.5943230880657
0.10725890000000005,136,6,111,180,174,151,221,120,6,5,12,7,10,8,0.8927411,0.8031484,0.83987576,0.7687202,0.81496,4020.0803835940314
0.10970420000000003,137,6,54,119,144,51,272,62,3,8,11,3,7,6,0.8902958,0.80075973,0.8282921,0.7749509,0.8240945,3097.480459386017
0.10533650000000006,138,5,96,123,147,48,169,0,9,7,6,12,9,0,0.8946635,0.8028688,0.8492679,0.7593742,0.81153065,3321.3341893590987
0.11177740000000003,139,6,71,127,166,125,243,44,2,7,10,2,6,8,0.8882226,0.7987905,0.7893989,0.8075942,0.834968,3217.446067168028
0.11493962999999996,140,6,60,17,122,216,199,202,7,10,11,10,8,12,0.88506037,0.7918924,0.8636933,0.7245863,0.8531855,3119.288243483985
0.10861706999999998,141,4,92,111,182,245,0,0,6,4,9,6,0,0,0.89138293,0.8021347,0.8180811,0.7871865,0.82389116,3322.4363289210014
0.10774919999999999,142,6,84,156,212,136,303,245,9,11,12,9,5,7,0.8922508,0.79819626,0.8636933,0.73679936,0.8203757,4959.214627752081
0.10648749999999996,143,6,88,144,99,113,266,304,4,9,7,5,9,5,0.8935125,0.798371,0.87262785,0.7287627,0.8216214,4134.488551363
0.11166790000000004,144,5,77,145,215,128,276,0,2,4,5,7,3,0,0.8883321,0.79890704,0.80854446,0.7898729,0.83325887,3089.2913942659507
0.10425079999999998,145,6,93,104,135,186,236,77,5,6,8,6,7,4,0.8957492,0.80535066,0.84175414,0.77122605,0.80417144,3301.817355848034
0.10626999999999998,146,6,93,89,136,200,251,76,5,6,8,6,7,4,0.89373,0.7972641,0.8822127,0.71763325,0.8249802,3203.6459721421124
0.10716009999999998,147,6,99,95,148,141,207,30,6,6,6,5,6,6,0.8928399,0.80229783,0.8353001,0.7713615,0.8162049,3167.9037676440785
0.10670316000000002,148,6,87,67,170,180,235,55,5,5,9,7,7,5,0.89329684,0.8000839,0.8681245,0.7363027,0.81874627,3084.975578179932
0.10901680000000002,149,6,77,58,112,100,224,90,6,8,10,5,8,4,0.8909832,0.802123,0.8260524,0.77969164,0.8225949,3127.313508910942
0.10913680000000003,150,6,91,104,128,188,340,112,4,7,9,6,9,7,0.8908632,0.797334,0.8606107,0.7380184,0.8299051,3315.951911366079
