loss,iteration,layer1_filters,layer2_filters,layer3_filters,layer4_filters,layer1_kernel,layer2_kernel,layer3_kernel,layer4_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
0.12192130000000001,1,62,34,59,227,8,3,4,9,0.8780787,0.78904057,0.76866335,0.80898327,0.8739325,3146.3300516220006
0.11466620000000005,2,48,120,90,450,9,6,4,3,0.8853338,0.79629296,0.8506934,0.7430526,0.84850127,3101.9328798780043
0.11452839999999997,3,21,80,237,150,3,10,4,6,0.8854716,0.79646134,0.85700345,0.7372104,0.8479665,3103.226323114999
0.11730313000000003,4,26,72,148,32,9,6,6,4,0.88269687,0.7950468,0.7988742,0.7913011,0.8535264,3141.9547432639956
0.11139390000000005,5,50,127,117,307,5,3,6,8,0.8886061,0.8003009,0.80053115,0.80007553,0.83631176,3344.4015281979955
0.11756533000000002,6,19,74,90,296,2,10,8,8,0.88243467,0.787278,0.8830833,0.6935158,0.8786132,3118.3280134830056
0.1157589,7,39,81,116,227,3,5,2,8,0.8842411,0.79484475,0.85591394,0.73507786,0.8569446,3137.132983698997
0.11581105000000003,8,54,38,161,94,7,8,4,8,0.88418895,0.79325056,0.76494086,0.8209565,0.8528203,3129.608377812998
0.11537580000000003,9,21,41,160,484,5,8,9,5,0.8846242,0.79602355,0.84497356,0.7481174,0.8537164,3118.6201396629986
0.11848890000000001,10,38,39,25,409,5,9,5,7,0.8815111,0.7938456,0.825408,0.7629562,0.8560657,3111.2884469659984
0.11253272999999997,11,61,100,141,271,3,9,5,3,0.88746727,0.7984822,0.7835531,0.8130928,0.8405088,3852.1418819559985
0.11767340000000004,12,51,126,225,18,7,7,3,4,0.8823266,0.7926668,0.75776833,0.82682097,0.8648044,3101.8431653699954
0.11072479999999996,13,56,67,234,258,6,4,4,10,0.8892752,0.80088466,0.7880246,0.8134705,0.83718425,3351.601148050002
0.11585970000000001,14,41,47,53,455,4,10,7,9,0.8841403,0.79602355,0.7955603,0.7964769,0.85057795,3067.5941035760043
0.11580089999999998,15,62,116,27,339,9,3,9,4,0.8841991,0.7974044,0.80552465,0.7894573,0.8501356,3141.9419211910135
0.10724920000000004,16,43,121,249,494,5,6,6,9,0.8927508,0.8038822,0.813764,0.7942111,0.8170449,4713.880726948992
0.1191314,17,18,126,59,30,9,10,6,4,0.8808686,0.79103893,0.7732937,0.8084057,0.8643737,3085.2209001320007
