loss,iteration,layer1_filters,layer2_filters,layer3_filters,layer4_filters,layer1_kernel,layer2_kernel,layer3_kernel,layer4_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
0.12281549999999997,82,64,49,19,237,7,2,10,3,0.8771845,0.7900173,0.7763352,0.8034076,0.8749265,3231.4963220108766
0.13874540000000002,83,61,25,22,492,9,2,2,3,0.8612546,0.7760851,0.79281384,0.759713,0.92982465,3221.4984497129917
0.11155313,84,63,127,125,167,6,8,6,9,0.88844687,0.799414,0.8493769,0.7505165,0.8336576,3144.482963548042
0.10924520000000004,85,64,115,163,374,5,10,10,8,0.8907548,0.80172664,0.79708105,0.80627316,0.8296538,3922.8554116650485
0.14553530000000003,86,26,45,19,71,3,6,2,2,0.8544647,0.770831,0.7640784,0.77743965,0.9538961,3205.9866608828306
0.11770170000000002,87,46,20,200,40,6,2,10,8,0.8822983,0.78777194,0.87902033,0.69846946,0.877782,3209.3502391939983
0.11731650000000005,88,63,48,20,357,7,8,6,8,0.8826835,0.7941262,0.81135803,0.7772619,0.8509945,3211.9320983248763
0.14418405,89,24,45,19,273,3,3,2,7,0.85581595,0.77077484,0.82154936,0.72108316,0.95729357,3203.8627576481085
0.13018929999999995,90,22,122,20,259,2,2,3,9,0.8698107,0.78351706,0.80236965,0.7650665,0.89878047,3220.301958539989
0.11014210000000002,91,53,118,143,409,4,9,7,8,0.8898579,0.8017716,0.8220033,0.7819713,0.82567334,3670.5507054398768
0.10844560000000003,92,64,126,155,418,5,9,10,7,0.8915544,0.8027595,0.84601766,0.76042384,0.82252574,3932.2584879989736
0.10992360000000001,93,64,126,160,300,8,8,7,9,0.8900764,0.8015134,0.81122184,0.7920119,0.8258734,3292.988717844244
0.10808479999999998,94,64,128,217,197,4,9,8,8,0.8919152,0.802535,0.8604081,0.745896,0.824459,3990.0456405440345
0.11700250000000001,95,29,118,224,445,4,2,2,10,0.8829975,0.79435074,0.770865,0.81733567,0.857779,3190.1746539990418
0.167273,96,33,52,18,16,9,2,2,2,0.832727,0.7490738,0.80114394,0.69811404,1.0267382,3202.675679177977
0.12051325999999996,97,42,125,110,16,8,10,5,7,0.87948674,0.7891192,0.859137,0.72059447,0.8756662,3134.5476791500114
0.11438130000000002,98,51,120,21,225,9,10,10,2,0.8856187,0.79683185,0.79274577,0.8008308,0.8442372,3109.3882635226473
0.10795710000000003,99,64,120,144,368,3,9,10,7,0.8920429,0.8033321,0.8143541,0.792545,0.82308567,3769.405583818909
0.15505080000000004,100,26,52,17,43,3,2,2,8,0.8449492,0.757752,0.7220873,0.7926561,0.9800968,3206.3892515562475
