loss,iteration,layer1_filters,layer2_filters,layer3_filters,layer4_filters,layer1_kernel,layer2_kernel,layer3_kernel,layer4_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
0.1332951,20,25,84,27,504,5,2,2,8,0.8667049,0.7798796,0.76839095,0.79112333,0.9113022,3160.0006060660817
0.11584455000000005,21,50,128,33,402,10,10,9,7,0.88415545,0.7968767,0.82395536,0.7703756,0.84874237,3237.1924906030763
0.11349933999999995,22,20,99,70,342,10,3,9,8,0.88650066,0.79788715,0.8058651,0.7900793,0.83860034,3154.3685369561426
0.11465420000000004,23,39,36,46,384,7,7,8,7,0.8853458,0.7972921,0.8148762,0.78008306,0.8427217,3153.527113237884
0.11301583000000004,24,18,95,34,249,6,5,9,8,0.88698417,0.7989649,0.8057289,0.7923451,0.8380477,3158.587195212953
0.11127739999999997,25,25,118,38,348,5,4,9,10,0.8887226,0.7999753,0.7932678,0.8065398,0.8334794,3144.953001103131
0.12388133999999995,26,17,114,21,349,5,2,4,8,0.87611866,0.7878281,0.8357809,0.7408979,0.8810988,3160.1223696700763
0.11704360000000003,27,23,127,18,116,4,4,10,7,0.8829564,0.796742,0.8146265,0.77923894,0.85278636,3164.5989757289644
0.11398286000000002,28,44,114,53,313,9,2,6,9,0.88601714,0.7943844,0.765531,0.82262254,0.84650606,3167.107684948016
0.11666889999999996,29,64,113,49,355,3,4,5,8,0.8833311,0.7838202,0.7060626,0.8599196,0.88115436,3159.574416867923
0.12072669999999996,30,18,25,30,171,10,9,7,9,0.8792733,0.7915329,0.8171233,0.7664882,0.8635451,3136.120318484027
0.11258506999999995,31,17,115,41,338,6,5,9,7,0.88741493,0.7970115,0.7719772,0.82151186,0.8441426,3166.6952839128207
0.11495370000000005,32,18,115,38,303,2,8,5,10,0.8850463,0.79484475,0.76973015,0.8194238,0.8508184,3147.8739463989623
0.14159999999999995,33,23,20,40,71,7,3,2,9,0.8584,0.77114534,0.755317,0.7866362,0.93797135,3165.0615320720244
0.11208664999999995,34,44,26,124,312,7,9,9,7,0.88791335,0.7991782,0.8187348,0.78003865,0.8333285,3140.2442315260414
0.11085093000000001,35,54,22,145,307,7,9,10,9,0.88914907,0.7961021,0.75543046,0.83590645,0.8441278,3121.6960873969365
0.11633879999999996,36,63,17,147,233,9,10,10,7,0.8836612,0.7950131,0.7996459,0.7904791,0.8481466,3116.4746858750004
0.11778,37,50,16,119,52,4,9,10,10,0.88222,0.79405886,0.79930544,0.78892416,0.8564874,3134.9253818050493
0.11326219999999998,38,40,20,146,350,10,4,9,10,0.8867378,0.7955632,0.76716524,0.8233556,0.8472803,3143.540372789139
0.11723709999999998,39,16,16,216,290,7,8,10,8,0.8827629,0.79207176,0.7721815,0.81153786,0.85772926,3149.664445905946
0.11677749999999998,40,61,21,142,63,10,5,8,10,0.8832225,0.79642767,0.8357355,0.7579581,0.8515642,3162.4962426440325
0.12150079999999996,41,28,17,137,345,4,4,3,9,0.8784992,0.7904776,0.84324855,0.738832,0.8772142,3159.78702245187
0.1151025,42,44,119,168,309,8,3,2,9,0.8848975,0.7982127,0.82722384,0.7698203,0.8463204,3159.071891354164
0.11805016000000002,43,55,35,143,474,7,9,2,9,0.88194984,0.7925545,0.77483714,0.809894,0.85981935,3120.192321242066
0.11825960000000002,44,16,92,171,16,7,3,9,8,0.8817404,0.7925433,0.77063805,0.8139814,0.860517,3167.9160981751047
0.11943749999999997,45,46,16,39,324,2,9,10,7,0.8805625,0.79275656,0.7910888,0.7943888,0.8617601,3153.8809104559477
0.12141025000000005,46,26,19,42,256,10,3,10,6,0.87858975,0.7878281,0.76008356,0.814981,0.8713336,3175.8335094009526
0.12701945999999997,47,20,75,126,77,6,2,2,9,0.87298054,0.7730763,0.6817305,0.8624742,0.9179877,3183.591163661098
0.11299102999999999,48,19,112,156,101,5,5,10,10,0.88700897,0.79881895,0.83344305,0.7649332,0.83696836,3154.7642546808347
0.1129639,49,28,64,156,98,10,4,9,8,0.8870361,0.7959337,0.85854685,0.7346558,0.84858793,3171.9157602679916
0.11387455000000002,50,16,64,140,91,6,4,10,9,0.88612545,0.7975728,0.8154209,0.7801053,0.84155494,3165.9200389641337
0.11519120000000005,51,26,98,144,78,3,9,9,2,0.8848088,0.79471004,0.8609983,0.7298354,0.8553413,3115.8626865530387
0.11860985000000002,52,24,59,46,72,6,4,6,8,0.88139015,0.7943732,0.81296957,0.7761735,0.85756403,3164.5086714518256
0.11799709999999997,53,18,20,169,390,10,4,7,9,0.8820029,0.7929811,0.84522325,0.74185306,0.86383915,3165.711952920072
0.11683639999999995,54,21,127,130,411,9,8,2,10,0.8831636,0.7941262,0.79946434,0.788902,0.84967226,3141.642447324004
0.12361043999999999,55,45,21,38,305,8,3,5,7,0.87638956,0.7897254,0.81212974,0.76779884,0.87523293,3166.5311507279985
0.11901622999999995,56,62,123,41,381,2,4,2,9,0.88098377,0.7952938,0.82154936,0.7695981,0.8612838,3167.081814280944
0.1164366,57,64,45,40,322,2,3,9,9,0.8835634,0.7955632,0.8423633,0.7497612,0.8533532,3177.226648780983
0.12487899999999996,58,18,19,126,51,6,9,4,7,0.875121,0.7860992,0.83877707,0.73454475,0.8843495,3138.3801844809204
0.11328510000000003,59,62,20,155,204,4,5,6,10,0.8867149,0.79868424,0.83371544,0.7644001,0.8404822,3174.1187609918416
0.11634049999999996,60,41,123,34,98,7,9,4,9,0.8836595,0.79524887,0.838255,0.75315994,0.8517281,3093.9187911050394
0.12041179999999996,61,35,20,168,292,5,9,5,8,0.8795882,0.7879404,0.86596906,0.7115756,0.8830961,2741.2862773400266
0.1156606,62,44,20,246,92,7,4,6,9,0.8843394,0.794261,0.7744286,0.8136704,0.85236543,2729.8923264099285
0.11581474999999997,63,16,122,128,66,6,10,9,2,0.88418525,0.7958214,0.80752206,0.78437036,0.8474871,2692.114025598159
0.11966600000000005,64,29,56,27,382,9,9,10,2,0.880334,0.79089296,0.8509658,0.7321012,0.8681217,2950.476356672123
0.12026082999999999,65,24,109,39,75,2,6,4,9,0.87973917,0.79117364,0.77937675,0.802719,0.8649363,3164.814998426009
0.11581549999999996,66,23,102,34,325,4,2,10,10,0.8841845,0.79607964,0.81396824,0.77857256,0.8468045,3155.095163925085
0.11712279999999997,67,18,93,174,183,4,4,2,10,0.8828772,0.7953275,0.7871167,0.80336314,0.8548694,3172.644056658959
0.11920949999999997,68,21,20,102,314,7,2,8,10,0.8807905,0.7926892,0.8276551,0.75846905,0.8604227,3163.612244482152
0.12073639999999997,69,63,121,76,220,10,3,2,5,0.8792636,0.7892988,0.7574506,0.8204678,0.87280214,3171.5892453810666
0.12243400000000004,70,30,118,36,267,10,3,2,10,0.877566,0.7904551,0.8015298,0.7796166,0.87162244,3187.477538580075
0.11528910000000003,71,44,125,42,89,8,2,10,5,0.8847109,0.7970676,0.8148989,0.7796166,0.84734267,3183.652299696114
0.12044390000000005,72,40,20,62,116,4,6,4,10,0.8795561,0.7922963,0.82513565,0.7601573,0.86383826,3179.360741612036
0.11941109999999999,73,20,56,42,424,8,6,5,7,0.8805889,0.78704226,0.73772615,0.83530664,0.8746442,3173.3359806679655
0.11462234999999998,74,18,117,194,80,2,3,5,9,0.88537765,0.7975504,0.79916924,0.79596597,0.8452521,3180.5490854310337
0.11815273999999998,75,56,17,245,54,3,4,5,7,0.88184726,0.7881986,0.7348889,0.84037143,0.8712229,3186.4738545089494
0.12422259999999996,76,16,24,155,370,8,2,5,6,0.8757774,0.7846734,0.7649863,0.8039407,0.87815666,3174.5281052470673
0.11882899999999996,77,43,119,22,90,7,10,2,10,0.881171,0.7934526,0.82179904,0.7657107,0.8601915,3115.8244994378183
0.12268144000000003,78,19,85,243,71,2,3,2,10,0.87731856,0.7915441,0.8111991,0.77230823,0.8758494,3177.8408376520965
0.11834880000000003,79,60,68,30,497,6,7,2,5,0.8816512,0.79409254,0.8012121,0.7871249,0.85716563,3181.3414450199343
0.11161100000000002,80,54,70,129,363,6,3,5,8,0.888389,0.79931295,0.8468802,0.75276005,0.83585674,3173.1139642309863
0.11799590000000004,81,20,43,129,443,7,2,5,9,0.8820041,0.7929362,0.8415916,0.7453184,0.86063665,3176.1474359859712
0.11339569999999999,82,63,81,110,351,6,2,5,9,0.8866043,0.799414,0.8393445,0.76033497,0.83943677,3179.88551396993
0.12597499999999995,83,22,25,36,448,4,2,5,10,0.874025,0.7879067,0.8279275,0.74873936,0.88623416,3159.939483592985
0.11612710000000004,84,25,71,122,394,5,2,5,7,0.8838729,0.79588884,0.82261616,0.76973146,0.8490677,3174.427847057814
0.1140947,85,55,116,146,470,5,2,4,10,0.8859053,0.79838115,0.7948794,0.8018082,0.8432593,3149.2565379189327
0.11895155999999996,86,57,28,53,290,7,3,5,7,0.88104844,0.79050004,0.7658942,0.81458116,0.8621614,3176.5410626109224
0.11751973999999998,87,35,22,45,58,7,9,10,8,0.88248026,0.794115,0.8116758,0.7769287,0.8522168,3128.0336419290397
0.14022020000000002,88,60,17,45,74,2,4,5,2,0.8597798,0.77400815,0.7869805,0.76131237,0.93386537,3183.4667596959043
0.11240655,89,54,83,147,341,9,5,7,2,0.88759345,0.8006826,0.8075902,0.7939223,0.83949316,3157.0464867700357
0.117811,90,40,65,151,354,8,9,7,2,0.882189,0.79100525,0.86124796,0.7222605,0.8663829,3109.3585660590325
0.11414230000000003,91,51,19,51,403,8,8,10,6,0.8858577,0.79620314,0.7804889,0.81158227,0.8464018,3163.116781061981
0.12053230000000004,92,55,20,45,81,8,9,8,3,0.8794677,0.7931944,0.8160792,0.77079767,0.8648505,3149.583029008005
0.11353429999999998,93,37,118,150,73,2,5,5,10,0.8864657,0.7950019,0.75756407,0.8316414,0.8531472,3188.054131309036
0.1222145,94,24,31,40,71,6,6,9,4,0.8777855,0.78844553,0.77565426,0.80096406,0.87184423,3158.218208041042
0.118838,95,49,20,47,420,2,3,10,7,0.881162,0.7929025,0.80459404,0.78146034,0.85775995,3163.1124806320295
0.12901056,96,50,116,29,43,4,4,4,2,0.87098944,0.78419065,0.7698209,0.798254,0.8990097,3168.931606851984
0.11780330000000006,97,17,109,45,46,10,5,8,10,0.8821967,0.79421604,0.8148535,0.7740187,0.8546025,3179.6488398569636
0.1204189,98,51,112,143,328,2,3,5,2,0.8795811,0.7916564,0.78241825,0.8006975,0.8665076,3179.3356302860193
0.11817734999999996,99,21,95,64,349,2,4,9,2,0.88182265,0.79514784,0.82681525,0.76415575,0.86053485,3164.222742391983
0.1218572,100,57,120,40,45,3,10,4,2,0.8781428,0.79170126,0.81834894,0.7656219,0.8714555,3083.4923242258374
