iteration,loss,layer1_filters,layer1_kernel,layer2_filters,layer2_kernel,layer3_filters,layer3_kernel,layer4_filters,layer4_kernel,auc_val,acc_val,acc_gamma_val,acc_proton_val,loss_val,run_time
40,0.11916220000000001,46,10,109,5,105,9,329,8,0.8808378,0.7903474,0.81593156,0.7664516,0.85765797,2905.164812455012
41,0.1259165,36,10,107,4,78,6,417,10,0.8740835,0.7816755,0.8421391,0.7252018,0.89100367,2909.978697932005
42,0.12873670000000004,48,9,97,5,45,3,335,8,0.8712633,0.7815134,0.810841,0.75412107,0.8911892,2965.0432965469954
43,0.12621576,40,10,86,3,38,7,292,9,0.87378424,0.7838097,0.79201746,0.77614355,0.87993306,2944.303412570997
44,0.12653590000000006,22,7,75,8,151,5,404,8,0.8734641,0.7821348,0.8140016,0.7523708,0.8822099,2930.23146866099
45,0.12685764,45,8,60,2,128,10,330,10,0.87314236,0.7818106,0.7542024,0.80759686,0.89755434,2934.9857800779864
46,0.12390999999999995,24,10,29,7,170,9,380,9,0.87609,0.78663284,0.79956925,0.77455,0.87103003,2933.566652812995
47,0.121097,30,6,122,4,108,8,293,8,0.878903,0.7892668,0.8009398,0.7783641,0.8639012,2917.136832315009
48,0.11968964000000006,49,9,127,5,166,6,245,7,0.88031036,0.7888886,0.7966884,0.7816035,0.85859734,2915.737630587013
49,0.12099269999999995,38,8,81,9,144,7,429,9,0.8790073,0.78776747,0.7572232,0.81629616,0.86941177,3041.5359360819853
50,0.12487375999999994,58,9,66,6,20,9,351,4,0.87512624,0.78475523,0.8004923,0.77005666,0.8758744,2942.006972068019
51,0.12894404000000004,46,10,89,3,68,5,222,8,0.87105596,0.7797169,0.8221967,0.74004024,0.8918246,2953.5460310990165
52,0.1184638,35,7,76,5,198,10,315,7,0.8815362,0.7907662,0.8312869,0.7529194,0.860168,2884.9448102469905
53,0.13674739999999996,35,7,50,8,223,2,187,3,0.8632526,0.7708964,0.7297849,0.80929494,0.924975,2940.327985775017
54,0.1204387,17,6,64,7,196,10,511,5,0.8795613,0.78576833,0.8536626,0.7223543,0.86556774,2931.9431293439698
55,0.1251219,31,5,73,5,252,3,307,6,0.8748781,0.7827021,0.844125,0.72533244,0.8846688,2948.767940938007
56,0.11924539999999995,40,3,78,4,210,10,280,7,0.8807546,0.7901178,0.8153721,0.76653,0.8575786,2881.930711236957
57,0.1274902,26,7,43,7,229,4,253,5,0.8725098,0.78125674,0.8189243,0.74607486,0.8858516,2949.63304960198
58,0.12232739999999998,42,4,70,9,192,8,394,6,0.8776726,0.78710556,0.79562557,0.77914786,0.87004083,3093.0235214889976
59,0.11921079999999995,34,6,83,6,241,6,355,7,0.8807892,0.78906417,0.81193185,0.76770556,0.8573151,2944.7997234979994
60,0.1217534,38,7,61,8,203,7,470,9,0.8782466,0.78720015,0.8163791,0.7599467,0.8670427,2946.804254718998
61,0.12442200000000005,19,5,36,5,219,9,436,7,0.875578,0.7838097,0.7736134,0.7933332,0.8768864,2915.124011885025
62,0.12643914999999994,28,6,52,3,185,10,98,4,0.87356085,0.7836881,0.786871,0.7807153,0.88300914,2948.534338963975
63,0.12455815000000005,26,7,102,4,172,7,235,6,0.87544185,0.7850524,0.7868151,0.783406,0.877365,2904.223616185016
64,0.12281834999999995,30,5,76,6,236,8,220,10,0.87718165,0.783472,0.85981596,0.71216595,0.8798159,2879.9235934930043
65,0.12548950000000006,23,8,98,2,212,10,184,5,0.8745105,0.78390425,0.81489664,0.754957,0.88083696,2925.264713459997
66,0.11917789999999995,50,8,110,5,124,9,317,8,0.8808221,0.79055005,0.7985344,0.78309256,0.85717815,2907.952437762986
67,0.11841416000000005,42,9,90,5,138,9,278,7,0.88158584,0.7901448,0.8396498,0.74390656,0.85548663,2916.8374741739826
68,0.12015383999999996,42,9,96,6,158,10,278,7,0.87984616,0.7869705,0.85841745,0.72023827,0.8685943,2880.459574102017
69,0.12316910000000005,36,8,91,6,138,9,149,6,0.8768309,0.78680843,0.79831064,0.77606523,0.8696544,2921.567704554007
70,0.12064430000000005,44,7,84,4,201,8,208,7,0.8793557,0.7886995,0.80418426,0.7742365,0.86190134,2887.095968038019
71,0.12152606,39,9,71,7,185,9,258,6,0.87847394,0.78722715,0.81338626,0.7627942,0.86327726,2895.677489969996
72,0.11931650000000005,56,8,106,5,150,10,115,7,0.8806835,0.7904149,0.8263083,0.7568902,0.8611416,2904.889300009993
73,0.11970210000000005,50,7,89,5,163,8,363,8,0.8802979,0.78834826,0.8441809,0.73620003,0.8630002,2883.20069916395
74,0.12187283999999997,33,8,113,7,247,9,319,7,0.87812716,0.78829426,0.7749,0.8008046,0.86937654,3223.233065033041
75,0.12004729999999995,43,9,102,4,176,10,391,8,0.8799527,0.7863221,0.7345957,0.8346352,0.8779584,3018.7450020429683
76,0.12491019999999994,41,7,118,3,228,8,163,6,0.8750898,0.78330994,0.75216067,0.8124037,0.88958156,2930.694705299975
77,0.11898589999999998,47,8,95,5,215,7,295,9,0.8810141,0.79236007,0.81414145,0.772016,0.8564093,2940.5035368190147
78,0.12225090000000005,37,10,124,4,197,9,52,5,0.8777491,0.7888616,0.78544456,0.7920531,0.8679952,2877.059390437033
79,0.11992040000000005,52,9,82,6,134,10,347,7,0.8800796,0.7898206,0.78538865,0.79396015,0.8628565,2878.1431498919846
80,0.12147105000000002,39,6,77,6,111,6,280,8,0.87852895,0.78752434,0.8378318,0.7405366,0.8687335,2927.5829768010303
81,0.1220063,32,8,63,7,120,8,210,6,0.8779937,0.7877404,0.7928565,0.78296196,0.8667948,2930.893656261033
82,0.12351939999999995,44,10,68,4,96,9,190,5,0.8764806,0.78688943,0.7919895,0.78212595,0.8709954,2933.500468980986
83,0.1267549,60,9,57,5,145,5,264,7,0.8732451,0.772004,0.68503344,0.8532355,0.9192163,2946.2066138010127
84,0.12217385000000006,64,7,88,8,189,7,237,9,0.87782615,0.78705156,0.8289934,0.7478774,0.87198555,2918.8244140070165
85,0.12223399999999995,55,9,105,6,155,10,17,9,0.877766,0.7775421,0.8817442,0.6802163,0.8930689,2884.7746726550395
86,0.1251295,36,8,91,3,84,8,78,7,0.8748705,0.7838907,0.82404274,0.7463884,0.880129,2938.918424150033
87,0.11924005000000006,41,6,100,7,167,9,174,10,0.88075995,0.79110384,0.8040444,0.7790172,0.86428624,2882.635114193952
88,0.11984890000000005,46,7,80,5,207,7,111,8,0.8801511,0.78636265,0.85374653,0.7234254,0.86546797,2917.3116366720064
89,0.12255454,48,10,112,6,221,10,140,4,0.87744546,0.7876729,0.7827036,0.79231435,0.86949146,3005.813393070013
90,0.12532175,29,8,94,10,174,6,310,6,0.87467825,0.78125674,0.8510335,0.71608454,0.8848649,2977.5027872439828
91,0.1270987,34,3,118,9,238,9,374,2,0.8729013,0.78236437,0.77548736,0.7887876,0.88556737,3226.1192270970205
92,0.12592769999999998,26,9,85,8,254,4,341,7,0.8740723,0.77968985,0.7255615,0.8302463,0.8982946,2912.4322654339485
93,0.12229860000000005,45,5,73,4,181,10,253,8,0.8777014,0.7857008,0.7603278,0.8093994,0.8758083,2896.4154695449984
94,0.1243978,35,6,91,5,70,8,323,5,0.8756022,0.7848363,0.8245462,0.7477468,0.8743482,2949.9197302309913
95,0.1288456,49,7,48,2,61,9,230,6,0.8711544,0.7815269,0.8251056,0.7408239,0.89866906,2955.866961602005
96,0.12272289999999995,32,10,99,3,193,7,417,8,0.8772771,0.78124326,0.7165273,0.84168863,0.89006394,2936.828826356039
97,0.12219500000000005,24,4,54,6,231,10,442,6,0.877805,0.78671384,0.7738931,0.7986886,0.8692051,2883.0770242449944
98,0.12468140000000005,37,9,24,7,131,8,284,7,0.8753186,0.78532255,0.78474534,0.7858617,0.8758577,2945.844037556962
99,0.12526155000000005,41,7,42,5,36,9,269,9,0.87473845,0.7836611,0.833972,0.73667026,0.8786038,2971.407592894975
100,0.12382775999999995,54,8,70,4,225,8,247,3,0.87617224,0.78035176,0.8614941,0.70456386,0.8802583,2940.8239892490087
